Name,id,Product,Weight(kg),Arrival,BestBefore,Maximum
aamina,-3709490872329022915,Potato Red,29.0,2017-01-01,2017-01-07,30.0
jagdiesh,4105505874232099421,Potato White,21.0,2017-01-01,2017-01-07,22.0
divy,830602817135085407,Carrot,62.5,2017-01-01,2017-01-07,65.0
rajbir,-5254222139817084366,Raddish Red,19.0,2017-01-01,2017-01-07,20.0
mehnaz,-6840582954423772625,Brinjal Long,32.5,2017-01-01,2017-01-07,35.0
mehtab,-7306772913005020966,Okara,95.0,2017-01-01,2017-01-07,100.0
monish,-2881186788928815126,Brocauli,32.5,2017-01-01,2017-01-07,35.0
fakir,1247089047928546332,Apple,95.0,2017-01-01,2017-01-07,100.0
ramotar,-2173245710817273785,Banana,75.0,2017-01-01,2017-01-07,80.0
sawan,-6149529968967915582,Lime,425.0,2017-01-01,2017-01-07,450.0
nakched,-4960447786618205247,Papaya,65.0,2017-01-01,2017-01-07,70.0
guldasta,-7906434419713185929,Tomato Big,27.5,2017-01-02,2017-01-08,30.0
mehnaz,-6840582954423772625,Tomato Small,25.0,2017-01-02,2017-01-08,30.0
anushka,-3763883785994142627,Potato Red,29.0,2017-01-02,2017-01-08,30.0
shefali,-2298907791602927432,Potato White,21.0,2017-01-02,2017-01-08,22.0
rampayari,2968148604061203207,Carrot,57.5,2017-01-02,2017-01-08,60.0
raisuddin,-1894351938747062086,Raddish Red,19.0,2017-01-02,2017-01-08,20.0
shefali,-2298907791602927432,Brinjal Long,32.5,2017-01-02,2017-01-08,35.0
pushpa,6250299447907893656,Okara,125.0,2017-01-02,2017-01-08,130.0
rahu,2957258461367610484,Brocauli,22.5,2017-01-02,2017-01-08,25.0
haneef,5040385076877893978,Apple,95.0,2017-01-02,2017-01-08,100.0
vijayanta,4365782647811874623,Banana,75.0,2017-01-02,2017-01-08,80.0
aamina,-3709490872329022915,Lime,425.0,2017-01-02,2017-01-08,450.0
gulnaz,495265023589704168,Papaya,65.0,2017-01-02,2017-01-08,70.0
vijayanta,4365782647811874623,Tomato Big,27.5,2017-01-03,2017-01-09,30.0
rampayari,2968148604061203207,Tomato Small,25.0,2017-01-03,2017-01-09,30.0
sawan,-6149529968967915582,Potato Red,29.0,2017-01-03,2017-01-09,30.0
ramotar,-2173245710817273785,Potato White,21.0,2017-01-03,2017-01-09,22.0
ramotar,-2173245710817273785,Carrot,57.5,2017-01-03,2017-01-09,60.0
santo,4612333139155000023,Raddish Red,19.0,2017-01-03,2017-01-09,20.0
mercy,-5690939918981728182,Brinjal Long,32.5,2017-01-03,2017-01-09,35.0
pinky,-788253433629545359,Okara,125.0,2017-01-03,2017-01-09,130.0
rampayari,2968148604061203207,Brocauli,22.5,2017-01-03,2017-01-09,25.0
haneef,5040385076877893978,Apple,95.0,2017-01-03,2017-01-09,100.0
nakched,-4960447786618205247,Banana,75.0,2017-01-03,2017-01-09,80.0
monish,-2881186788928815126,Lime,425.0,2017-01-03,2017-01-09,450.0
rahu,2957258461367610484,Papaya,65.0,2017-01-03,2017-01-09,70.0
jagdiesh,4105505874232099421,Tomato Big,37.5,2017-01-04,2017-01-10,40.0
rahu,2957258461367610484,Tomato Small,25.0,2017-01-04,2017-01-10,30.0
aamina,-3709490872329022915,Potato Red,29.0,2017-01-04,2017-01-10,30.0
ramotar,-2173245710817273785,Potato White,21.0,2017-01-04,2017-01-10,22.0
patik,2723030288162985091,Carrot,57.5,2017-01-04,2017-01-10,60.0
fakir,1247089047928546332,Raddish Red,19.0,2017-01-04,2017-01-10,20.0
preetam,-2213805873980470021,Brinjal Long,32.5,2017-01-04,2017-01-10,35.0
vijayanta,4365782647811874623,Okara,125.0,2017-01-04,2017-01-10,130.0
vijayanta,4365782647811874623,Brocauli,22.5,2017-01-04,2017-01-10,25.0
rajbir,-5254222139817084366,Apple,95.0,2017-01-04,2017-01-10,100.0
vijayanta,4365782647811874623,Banana,75.0,2017-01-04,2017-01-10,80.0
fakir,1247089047928546332,Lime,425.0,2017-01-04,2017-01-10,450.0
divy,830602817135085407,Papaya,65.0,2017-01-04,2017-01-10,70.0
jagdiesh,4105505874232099421,Tomato Big,27.5,2017-01-05,2017-01-11,30.0
shanta,2960310750304784655,Tomato Small,25.0,2017-01-05,2017-01-11,30.0
santo,4612333139155000023,Potato Red,29.0,2017-01-05,2017-01-11,30.0
patik,2723030288162985091,Potato White,20.5,2017-01-05,2017-01-11,21.0
santo,4612333139155000023,Carrot,57.5,2017-01-05,2017-01-11,60.0
aamina,-3709490872329022915,Raddish Red,19.0,2017-01-05,2017-01-11,20.0
pushpa,6250299447907893656,Brinjal Long,32.5,2017-01-05,2017-01-11,35.0
patik,2723030288162985091,Okara,125.0,2017-01-05,2017-01-11,130.0
fakir,1247089047928546332,Brocauli,27.5,2017-01-05,2017-01-11,30.0
nakched,-4960447786618205247,Apple,95.0,2017-01-05,2017-01-11,100.0
shefali,-2298907791602927432,Banana,75.0,2017-01-05,2017-01-11,80.0
haneef,5040385076877893978,Lime,425.0,2017-01-05,2017-01-11,450.0
aamina,-3709490872329022915,Papaya,65.0,2017-01-05,2017-01-11,70.0
guldasta,-7906434419713185929,Tomato Big,27.5,2017-01-06,2017-01-12,30.0
mehtab,-7306772913005020966,Tomato Small,25.0,2017-01-06,2017-01-12,30.0
mehnaz,-6840582954423772625,Potato Red,26.5,2017-01-06,2017-01-12,28.0
jasmen,-936895894803863828,Potato White,19.0,2017-01-06,2017-01-12,20.0
preetam,-2213805873980470021,Carrot,57.5,2017-01-06,2017-01-12,60.0
ramotar,-2173245710817273785,Raddish Red,19.0,2017-01-06,2017-01-12,20.0
gulnaz,495265023589704168,Brinjal Long,32.5,2017-01-06,2017-01-12,35.0
rampayari,2968148604061203207,Okara,125.0,2017-01-06,2017-01-12,130.0
monish,-2881186788928815126,Brocauli,27.5,2017-01-06,2017-01-12,30.0
mercy,-5690939918981728182,Apple,95.0,2017-01-06,2017-01-12,100.0
monish,-2881186788928815126,Banana,75.0,2017-01-06,2017-01-12,80.0
divy,830602817135085407,Lime,425.0,2017-01-06,2017-01-12,450.0
mehnaz,-6840582954423772625,Papaya,65.0,2017-01-06,2017-01-12,70.0
rampayari,2968148604061203207,Tomato Big,27.5,2017-01-07,2017-01-13,30.0
rajbir,-5254222139817084366,Tomato Small,27.5,2017-01-07,2017-01-13,30.0
pushpa,6250299447907893656,Potato Red,26.5,2017-01-07,2017-01-13,28.0
pushpa,6250299447907893656,Potato White,19.0,2017-01-07,2017-01-13,20.0
fakir,1247089047928546332,Carrot,57.5,2017-01-07,2017-01-13,60.0
sawan,-6149529968967915582,Raddish Red,19.0,2017-01-07,2017-01-13,20.0
gulnaz,495265023589704168,Brinjal Long,32.5,2017-01-07,2017-01-13,35.0
nakched,-4960447786618205247,Brocauli,27.5,2017-01-07,2017-01-13,30.0
fakir,1247089047928546332,Apple,95.0,2017-01-07,2017-01-13,100.0
rajbir,-5254222139817084366,Banana,75.0,2017-01-07,2017-01-13,80.0
jagdiesh,4105505874232099421,Lime,425.0,2017-01-07,2017-01-13,450.0
mehtab,-7306772913005020966,Papaya,22.5,2017-01-07,2017-01-13,25.0
fakir,1247089047928546332,Tomato Big,27.5,2017-01-08,2017-01-14,30.0
fakir,1247089047928546332,Tomato Small,25.0,2017-01-08,2017-01-14,30.0
mehtab,-7306772913005020966,Potato Red,26.0,2017-01-08,2017-01-14,27.0
sawan,-6149529968967915582,Potato White,19.0,2017-01-08,2017-01-14,20.0
aamina,-3709490872329022915,Carrot,57.5,2017-01-08,2017-01-14,60.0
preetam,-2213805873980470021,Raddish Red,19.0,2017-01-08,2017-01-14,20.0
mehtab,-7306772913005020966,Brinjal Long,32.5,2017-01-08,2017-01-14,35.0
rahu,2957258461367610484,Okara,125.0,2017-01-08,2017-01-14,130.0
sanjeev,2699564478308651307,Brocauli,27.5,2017-01-08,2017-01-14,30.0
patik,2723030288162985091,Apple,95.0,2017-01-08,2017-01-14,100.0
jagdiesh,4105505874232099421,Banana,75.0,2017-01-08,2017-01-14,80.0
divy,830602817135085407,Lime,425.0,2017-01-08,2017-01-14,450.0
anushka,-3763883785994142627,Papaya,65.0,2017-01-08,2017-01-14,70.0
rajbir,-5254222139817084366,Tomato Big,27.5,2017-01-09,2017-01-15,30.0
haneef,5040385076877893978,Tomato Small,25.0,2017-01-09,2017-01-15,30.0
pushpa,6250299447907893656,Potato Red,26.0,2017-01-09,2017-01-15,27.0
vijayanta,4365782647811874623,Potato White,19.0,2017-01-09,2017-01-15,20.0
jasmen,-936895894803863828,Carrot,57.5,2017-01-09,2017-01-15,60.0
preetam,-2213805873980470021,Raddish Red,17.5,2017-01-09,2017-01-15,20.0
rahu,2957258461367610484,Brinjal Long,32.5,2017-01-09,2017-01-15,35.0
preetam,-2213805873980470021,Okara,125.0,2017-01-09,2017-01-15,130.0
anushka,-3763883785994142627,Brocauli,32.5,2017-01-09,2017-01-15,35.0
mercy,-5690939918981728182,Apple,95.0,2017-01-09,2017-01-15,100.0
patik,2723030288162985091,Banana,75.0,2017-01-09,2017-01-15,80.0
pramal,-2691605640747198609,Lime,425.0,2017-01-09,2017-01-15,450.0
patik,2723030288162985091,Papaya,65.0,2017-01-09,2017-01-15,70.0
shefali,-2298907791602927432,Tomato Big,27.5,2017-01-10,2017-01-16,30.0
aamina,-3709490872329022915,Tomato Small,22.5,2017-01-10,2017-01-16,25.0
shanta,2960310750304784655,Potato Red,26.0,2017-01-10,2017-01-16,27.0
shefali,-2298907791602927432,Potato White,19.0,2017-01-10,2017-01-16,20.0
rampayari,2968148604061203207,Carrot,55.0,2017-01-10,2017-01-16,60.0
shanta,2960310750304784655,Raddish Red,17.5,2017-01-10,2017-01-16,20.0
raisuddin,-1894351938747062086,Brinjal Long,32.5,2017-01-10,2017-01-16,35.0
sawan,-6149529968967915582,Okara,125.0,2017-01-10,2017-01-16,130.0
mehtab,-7306772913005020966,Brocauli,32.5,2017-01-10,2017-01-16,35.0
fakir,1247089047928546332,Apple,95.0,2017-01-10,2017-01-16,100.0
guldasta,-7906434419713185929,Banana,75.0,2017-01-10,2017-01-16,80.0
anushka,-3763883785994142627,Lime,425.0,2017-01-10,2017-01-16,450.0
pushpa,6250299447907893656,Papaya,65.0,2017-01-10,2017-01-16,70.0
haneef,5040385076877893978,Tomato Big,27.5,2017-01-11,2017-01-17,30.0
sanjeev,2699564478308651307,Tomato Small,27.5,2017-01-11,2017-01-17,30.0
shanta,2960310750304784655,Potato Red,26.0,2017-01-11,2017-01-17,27.0
monish,-2881186788928815126,Potato White,19.0,2017-01-11,2017-01-17,20.0
nakched,-4960447786618205247,Carrot,47.5,2017-01-11,2017-01-17,50.0
mercy,-5690939918981728182,Raddish Red,17.5,2017-01-11,2017-01-17,20.0
shefali,-2298907791602927432,Brinjal Long,30.0,2017-01-11,2017-01-17,32.0
nakched,-4960447786618205247,Okara,135.0,2017-01-11,2017-01-17,140.0
monish,-2881186788928815126,Brocauli,32.5,2017-01-11,2017-01-17,35.0
preetam,-2213805873980470021,Apple,95.0,2017-01-11,2017-01-17,100.0
gulnaz,495265023589704168,Banana,75.0,2017-01-11,2017-01-17,80.0
mehnaz,-6840582954423772625,Lime,425.0,2017-01-11,2017-01-17,450.0
patik,2723030288162985091,Papaya,65.0,2017-01-11,2017-01-17,70.0
jasmen,-936895894803863828,Tomato Big,27.5,2017-01-12,2017-01-18,30.0
nakched,-4960447786618205247,Tomato Small,25.0,2017-01-12,2017-01-18,30.0
anushka,-3763883785994142627,Potato Red,25.0,2017-01-12,2017-01-18,26.0
gulnaz,495265023589704168,Potato White,19.0,2017-01-12,2017-01-18,20.0
pramal,-2691605640747198609,Carrot,47.5,2017-01-12,2017-01-18,50.0
sanjeev,2699564478308651307,Raddish Red,19.0,2017-01-12,2017-01-18,20.0
nakched,-4960447786618205247,Brinjal Long,32.5,2017-01-12,2017-01-18,35.0
ramotar,-2173245710817273785,Okara,125.0,2017-01-12,2017-01-18,130.0
nakched,-4960447786618205247,Brocauli,32.5,2017-01-12,2017-01-18,35.0
aamina,-3709490872329022915,Apple,95.0,2017-01-12,2017-01-18,100.0
pramal,-2691605640747198609,Banana,75.0,2017-01-12,2017-01-18,80.0
preetam,-2213805873980470021,Lime,425.0,2017-01-12,2017-01-18,450.0
sanjeev,2699564478308651307,Papaya,65.0,2017-01-12,2017-01-18,70.0
mercy,-5690939918981728182,Tomato Big,22.5,2017-01-13,2017-01-19,25.0
shefali,-2298907791602927432,Tomato Small,25.0,2017-01-13,2017-01-19,30.0
vijayanta,4365782647811874623,Potato Red,25.0,2017-01-13,2017-01-19,26.0
haneef,5040385076877893978,Potato White,19.0,2017-01-13,2017-01-19,20.0
rajbir,-5254222139817084366,Carrot,47.5,2017-01-13,2017-01-19,50.0
rajbir,-5254222139817084366,Raddish Red,19.0,2017-01-13,2017-01-19,20.0
gulnaz,495265023589704168,Brinjal Long,27.5,2017-01-13,2017-01-19,30.0
mehtab,-7306772913005020966,Okara,125.0,2017-01-13,2017-01-19,130.0
mercy,-5690939918981728182,Brocauli,32.5,2017-01-13,2017-01-19,35.0
rampayari,2968148604061203207,Apple,95.0,2017-01-13,2017-01-19,100.0
mercy,-5690939918981728182,Banana,75.0,2017-01-13,2017-01-19,80.0
rampayari,2968148604061203207,Lime,425.0,2017-01-13,2017-01-19,450.0
rahu,2957258461367610484,Papaya,65.0,2017-01-13,2017-01-19,70.0
anushka,-3763883785994142627,Tomato Big,22.5,2017-01-14,2017-01-20,25.0
gulnaz,495265023589704168,Tomato Small,22.5,2017-01-14,2017-01-20,25.0
guldasta,-7906434419713185929,Potato Red,25.0,2017-01-14,2017-01-20,26.0
mehtab,-7306772913005020966,Potato White,19.0,2017-01-14,2017-01-20,20.0
pramal,-2691605640747198609,Carrot,47.5,2017-01-14,2017-01-20,50.0
divy,830602817135085407,Raddish Red,19.0,2017-01-14,2017-01-20,20.0
guldasta,-7906434419713185929,Brinjal Long,32.5,2017-01-14,2017-01-20,35.0
sanjeev,2699564478308651307,Okara,125.0,2017-01-14,2017-01-20,130.0
sanjeev,2699564478308651307,Brocauli,32.5,2017-01-14,2017-01-20,35.0
nakched,-4960447786618205247,Apple,95.0,2017-01-14,2017-01-20,100.0
vijayanta,4365782647811874623,Banana,75.0,2017-01-14,2017-01-20,80.0
rahu,2957258461367610484,Lime,425.0,2017-01-14,2017-01-20,450.0
preetam,-2213805873980470021,Papaya,65.0,2017-01-14,2017-01-20,70.0
sanjeev,2699564478308651307,Tomato Big,22.5,2017-01-15,2017-01-21,25.0
rampayari,2968148604061203207,Tomato Small,25.0,2017-01-15,2017-01-21,30.0
jasmen,-936895894803863828,Potato Red,25.0,2017-01-15,2017-01-21,26.0
nakched,-4960447786618205247,Potato White,19.0,2017-01-15,2017-01-21,20.0
preetam,-2213805873980470021,Carrot,47.5,2017-01-15,2017-01-21,50.0
santo,4612333139155000023,Raddish Red,19.0,2017-01-15,2017-01-21,20.0
sanjeev,2699564478308651307,Brinjal Long,32.5,2017-01-15,2017-01-21,35.0
gulnaz,495265023589704168,Okara,125.0,2017-01-15,2017-01-21,130.0
gulnaz,495265023589704168,Brocauli,32.5,2017-01-15,2017-01-21,35.0
jagdiesh,4105505874232099421,Apple,95.0,2017-01-15,2017-01-21,100.0
guldasta,-7906434419713185929,Banana,75.0,2017-01-15,2017-01-21,80.0
sawan,-6149529968967915582,Lime,425.0,2017-01-15,2017-01-21,450.0
monish,-2881186788928815126,Papaya,65.0,2017-01-15,2017-01-21,70.0
shefali,-2298907791602927432,Tomato Big,27.5,2017-01-16,2017-01-22,30.0
divy,830602817135085407,Tomato Small,25.0,2017-01-16,2017-01-22,30.0
rampayari,2968148604061203207,Potato Red,25.0,2017-01-16,2017-01-22,26.0
nakched,-4960447786618205247,Potato White,19.0,2017-01-16,2017-01-22,20.0
mercy,-5690939918981728182,Carrot,47.5,2017-01-16,2017-01-22,50.0
preetam,-2213805873980470021,Raddish Red,17.5,2017-01-16,2017-01-22,20.0
guldasta,-7906434419713185929,Brinjal Long,32.5,2017-01-16,2017-01-22,35.0
ramotar,-2173245710817273785,Okara,125.0,2017-01-16,2017-01-22,130.0
jagdiesh,4105505874232099421,Brocauli,37.5,2017-01-16,2017-01-22,40.0
nakched,-4960447786618205247,Apple,95.0,2017-01-16,2017-01-22,100.0
rahu,2957258461367610484,Banana,75.0,2017-01-16,2017-01-22,80.0
preetam,-2213805873980470021,Lime,425.0,2017-01-16,2017-01-22,450.0
mercy,-5690939918981728182,Grapes,175.0,2017-01-16,2017-01-22,180.0
mehnaz,-6840582954423772625,Papaya,65.0,2017-01-16,2017-01-22,70.0
mercy,-5690939918981728182,Tomato Big,27.5,2017-01-17,2017-01-23,30.0
mercy,-5690939918981728182,Tomato Small,25.0,2017-01-17,2017-01-23,30.0
haneef,5040385076877893978,Potato Red,25.0,2017-01-17,2017-01-23,26.0
mehtab,-7306772913005020966,Potato White,19.0,2017-01-17,2017-01-23,20.0
guldasta,-7906434419713185929,Carrot,47.5,2017-01-17,2017-01-23,50.0
fakir,1247089047928546332,Raddish Red,17.5,2017-01-17,2017-01-23,20.0
shanta,2960310750304784655,Brinjal Long,32.5,2017-01-17,2017-01-23,35.0
rajbir,-5254222139817084366,Okara,125.0,2017-01-17,2017-01-23,130.0
nakched,-4960447786618205247,Brocauli,37.5,2017-01-17,2017-01-23,40.0
guldasta,-7906434419713185929,Apple,95.0,2017-01-17,2017-01-23,100.0
sanjeev,2699564478308651307,Banana,75.0,2017-01-17,2017-01-23,80.0
anushka,-3763883785994142627,Lime,425.0,2017-01-17,2017-01-23,450.0
monish,-2881186788928815126,Grapes,185.0,2017-01-17,2017-01-23,190.0
mehtab,-7306772913005020966,Papaya,65.0,2017-01-17,2017-01-23,70.0
guldasta,-7906434419713185929,Tomato Big,45.0,2017-01-18,2017-01-24,50.0
anushka,-3763883785994142627,Tomato Small,45.0,2017-01-18,2017-01-24,50.0
sawan,-6149529968967915582,Potato Red,45.0,2017-01-18,2017-01-24,50.0
rampayari,2968148604061203207,Potato White,35.0,2017-01-18,2017-01-24,40.0
fakir,1247089047928546332,Carrot,65.0,2017-01-18,2017-01-24,70.0
fakir,1247089047928546332,Raddish Red,35.0,2017-01-18,2017-01-24,40.0
divy,830602817135085407,Brinjal Long,45.0,2017-01-18,2017-01-24,50.0
rampayari,2968148604061203207,Okara,145.0,2017-01-18,2017-01-24,150.0
nakched,-4960447786618205247,Brocauli,55.0,2017-01-18,2017-01-24,60.0
vijayanta,4365782647811874623,Apple,115.0,2017-01-18,2017-01-24,120.0
guldasta,-7906434419713185929,Banana,85.0,2017-01-18,2017-01-24,90.0
mehnaz,-6840582954423772625,Lime,475.0,2017-01-18,2017-01-24,500.0
patik,2723030288162985091,Grapes,205.0,2017-01-18,2017-01-24,210.0
preetam,-2213805873980470021,Papaya,75.0,2017-01-18,2017-01-24,80.0
ramotar,-2173245710817273785,Tomato Big,37.5,2017-01-19,2017-01-25,40.0
santo,4612333139155000023,Tomato Small,25.0,2017-01-19,2017-01-25,30.0
pinky,-788253433629545359,Potato Red,25.0,2017-01-19,2017-01-25,26.0
mehnaz,-6840582954423772625,Potato White,19.0,2017-01-19,2017-01-25,20.0
divy,830602817135085407,Carrot,52.5,2017-01-19,2017-01-25,55.0
gulnaz,495265023589704168,Raddish Red,17.5,2017-01-19,2017-01-25,20.0
jasmen,-936895894803863828,Brinjal Long,37.5,2017-01-19,2017-01-25,40.0
guldasta,-7906434419713185929,Okara,125.0,2017-01-19,2017-01-25,130.0
jasmen,-936895894803863828,Brocauli,37.5,2017-01-19,2017-01-25,40.0
patik,2723030288162985091,Apple,95.0,2017-01-19,2017-01-25,100.0
preetam,-2213805873980470021,Banana,75.0,2017-01-19,2017-01-25,80.0
sanjeev,2699564478308651307,Lime,425.0,2017-01-19,2017-01-25,450.0
aamina,-3709490872329022915,Grapes,190.0,2017-01-19,2017-01-25,200.0
shefali,-2298907791602927432,Papaya,65.0,2017-01-19,2017-01-25,70.0
pramal,-2691605640747198609,Tomato Big,37.5,2017-01-20,2017-01-26,40.0
jagdiesh,4105505874232099421,Tomato Small,22.5,2017-01-20,2017-01-26,25.0
rajbir,-5254222139817084366,Potato Red,25.0,2017-01-20,2017-01-26,26.0
mehtab,-7306772913005020966,Potato White,19.0,2017-01-20,2017-01-26,20.0
sawan,-6149529968967915582,Carrot,47.5,2017-01-20,2017-01-26,50.0
aamina,-3709490872329022915,Raddish Red,16.5,2017-01-20,2017-01-26,18.0
mehnaz,-6840582954423772625,Brinjal Long,42.5,2017-01-20,2017-01-26,45.0
patik,2723030288162985091,Okara,125.0,2017-01-20,2017-01-26,130.0
nakched,-4960447786618205247,Brocauli,37.5,2017-01-20,2017-01-26,40.0
pramal,-2691605640747198609,Apple,95.0,2017-01-20,2017-01-26,100.0
shanta,2960310750304784655,Banana,75.0,2017-01-20,2017-01-26,80.0
sawan,-6149529968967915582,Lime,425.0,2017-01-20,2017-01-26,450.0
shanta,2960310750304784655,Grapes,190.0,2017-01-20,2017-01-26,200.0
raisuddin,-1894351938747062086,Papaya,65.0,2017-01-20,2017-01-26,70.0
patik,2723030288162985091,Tomato Big,37.5,2017-01-21,2017-01-27,40.0
vijayanta,4365782647811874623,Tomato Small,27.5,2017-01-21,2017-01-27,30.0
pushpa,6250299447907893656,Potato Red,25.0,2017-01-21,2017-01-27,26.0
patik,2723030288162985091,Potato White,19.0,2017-01-21,2017-01-27,20.0
jasmen,-936895894803863828,Carrot,35.0,2017-01-21,2017-01-27,36.0
shefali,-2298907791602927432,Raddish Red,17.5,2017-01-21,2017-01-27,20.0
nakched,-4960447786618205247,Brinjal Long,47.5,2017-01-21,2017-01-27,50.0
rahu,2957258461367610484,Brocauli,37.5,2017-01-21,2017-01-27,40.0
gulnaz,495265023589704168,Apple,95.0,2017-01-21,2017-01-27,100.0
raisuddin,-1894351938747062086,Banana,75.0,2017-01-21,2017-01-27,80.0
guldasta,-7906434419713185929,Lime,425.0,2017-01-21,2017-01-27,450.0
pramal,-2691605640747198609,Grapes,190.0,2017-01-21,2017-01-27,200.0
vijayanta,4365782647811874623,Papaya,65.0,2017-01-21,2017-01-27,70.0
sawan,-6149529968967915582,Tomato Big,37.5,2017-01-22,2017-01-28,40.0
rampayari,2968148604061203207,Tomato Small,25.0,2017-01-22,2017-01-28,30.0
anushka,-3763883785994142627,Potato Red,25.0,2017-01-22,2017-01-28,26.0
rajbir,-5254222139817084366,Potato White,19.0,2017-01-22,2017-01-28,20.0
sanjeev,2699564478308651307,Carrot,42.5,2017-01-22,2017-01-28,45.0
divy,830602817135085407,Raddish Red,17.5,2017-01-22,2017-01-28,20.0
aamina,-3709490872329022915,Brinjal Long,42.5,2017-01-22,2017-01-28,45.0
fakir,1247089047928546332,Okara,155.0,2017-01-22,2017-01-28,160.0
anushka,-3763883785994142627,Brocauli,42.5,2017-01-22,2017-01-28,45.0
sawan,-6149529968967915582,Apple,95.0,2017-01-22,2017-01-28,100.0
rajbir,-5254222139817084366,Banana,75.0,2017-01-22,2017-01-28,80.0
rampayari,2968148604061203207,Lime,425.0,2017-01-22,2017-01-28,450.0
anushka,-3763883785994142627,Grapes,190.0,2017-01-22,2017-01-28,200.0
rahu,2957258461367610484,Papaya,65.0,2017-01-22,2017-01-28,70.0
ramotar,-2173245710817273785,Tomato Big,37.5,2017-01-23,2017-01-29,40.0
pinky,-788253433629545359,Tomato Small,25.0,2017-01-23,2017-01-29,30.0
preetam,-2213805873980470021,Potato Red,25.0,2017-01-23,2017-01-29,26.0
haneef,5040385076877893978,Potato White,19.0,2017-01-23,2017-01-29,20.0
ramotar,-2173245710817273785,Carrot,42.5,2017-01-23,2017-01-29,45.0
rajbir,-5254222139817084366,Raddish Red,17.5,2017-01-23,2017-01-29,20.0
mehnaz,-6840582954423772625,Brinjal Long,42.5,2017-01-23,2017-01-29,45.0
shanta,2960310750304784655,Okara,155.0,2017-01-23,2017-01-29,160.0
jasmen,-936895894803863828,Brocauli,37.5,2017-01-23,2017-01-29,40.0
mercy,-5690939918981728182,Apple,95.0,2017-01-23,2017-01-29,100.0
aamina,-3709490872329022915,Banana,75.0,2017-01-23,2017-01-29,80.0
patik,2723030288162985091,Lime,425.0,2017-01-23,2017-01-29,450.0
monish,-2881186788928815126,Grapes,190.0,2017-01-23,2017-01-29,200.0
rampayari,2968148604061203207,Papaya,65.0,2017-01-23,2017-01-29,70.0
patik,2723030288162985091,Tomato Big,37.5,2017-01-24,2017-01-30,40.0
rahu,2957258461367610484,Tomato Small,25.0,2017-01-24,2017-01-30,30.0
haneef,5040385076877893978,Potato Red,25.0,2017-01-24,2017-01-30,26.0
mehtab,-7306772913005020966,Potato White,19.0,2017-01-24,2017-01-30,20.0
divy,830602817135085407,Carrot,32.5,2017-01-24,2017-01-30,35.0
mehtab,-7306772913005020966,Raddish Red,17.5,2017-01-24,2017-01-30,20.0
rampayari,2968148604061203207,Brinjal Long,42.5,2017-01-24,2017-01-30,45.0
sawan,-6149529968967915582,Okara,142.5,2017-01-24,2017-01-30,145.0
mehnaz,-6840582954423772625,Brocauli,32.5,2017-01-24,2017-01-30,35.0
sawan,-6149529968967915582,Apple,95.0,2017-01-24,2017-01-30,100.0
guldasta,-7906434419713185929,Banana,75.0,2017-01-24,2017-01-30,80.0
mehtab,-7306772913005020966,Lime,425.0,2017-01-24,2017-01-30,450.0
mehnaz,-6840582954423772625,Grapes,190.0,2017-01-24,2017-01-30,200.0
pushpa,6250299447907893656,Papaya,65.0,2017-01-24,2017-01-30,70.0
guldasta,-7906434419713185929,Tomato Big,37.5,2017-01-25,2017-01-31,40.0
anushka,-3763883785994142627,Tomato Small,25.0,2017-01-25,2017-01-31,30.0
nakched,-4960447786618205247,Potato Red,25.0,2017-01-25,2017-01-31,26.0
jagdiesh,4105505874232099421,Potato White,19.0,2017-01-25,2017-01-31,20.0
santo,4612333139155000023,Carrot,32.5,2017-01-25,2017-01-31,35.0
shefali,-2298907791602927432,Raddish Red,17.5,2017-01-25,2017-01-31,20.0
guldasta,-7906434419713185929,Brinjal Long,37.5,2017-01-25,2017-01-31,40.0
pushpa,6250299447907893656,Okara,145.0,2017-01-25,2017-01-31,150.0
rajbir,-5254222139817084366,Brocauli,32.5,2017-01-25,2017-01-31,35.0
fakir,1247089047928546332,Apple,95.0,2017-01-25,2017-01-31,100.0
shefali,-2298907791602927432,Banana,75.0,2017-01-25,2017-01-31,80.0
mercy,-5690939918981728182,Lime,425.0,2017-01-25,2017-01-31,450.0
jagdiesh,4105505874232099421,Grapes,190.0,2017-01-25,2017-01-31,200.0
shanta,2960310750304784655,Papaya,65.0,2017-01-25,2017-01-31,70.0
monish,-2881186788928815126,Tomato Big,32.5,2017-01-26,2017-02-01,35.0
shefali,-2298907791602927432,Tomato Small,20.0,2017-01-26,2017-02-01,25.0
nakched,-4960447786618205247,Potato Red,21.0,2017-01-26,2017-02-01,22.0
jagdiesh,4105505874232099421,Potato White,16.0,2017-01-26,2017-02-01,17.0
vijayanta,4365782647811874623,Carrot,37.5,2017-01-26,2017-02-01,40.0
rampayari,2968148604061203207,Raddish Red,17.5,2017-01-26,2017-02-01,20.0
monish,-2881186788928815126,Brinjal Long,32.5,2017-01-26,2017-02-01,35.0
rampayari,2968148604061203207,Okara,145.0,2017-01-26,2017-02-01,150.0
jasmen,-936895894803863828,Brocauli,32.5,2017-01-26,2017-02-01,35.0
preetam,-2213805873980470021,Apple,95.0,2017-01-26,2017-02-01,100.0
anushka,-3763883785994142627,Banana,75.0,2017-01-26,2017-02-01,80.0
jagdiesh,4105505874232099421,Lime,425.0,2017-01-26,2017-02-01,450.0
aamina,-3709490872329022915,Grapes,195.0,2017-01-26,2017-02-01,200.0
